TIC ID;TOI;TESS Disposition;Source;Period (days);Stellar Radius (R_Sun);Stellar Mass (M_Sun);Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
373844472;275.01;PC;qlp;0.9195603;.82;1;04/12/2018;04/12/2018;29/10/2021 00:00;TFOP FP
382188882;276.01;PC;spoc;4.800.523;154.753;1.3;30/11/2018;30/11/2018;29/10/2021 00:00;likely EB
439456714;277.01;PC;spoc;399.344.182.704.717;.523113012313843;.520428;30/11/2018;13/07/2021;29/10/2021 00:00;
244161191;278.01;PC;spoc;0.298730995689558;.300639003515244;.277347;11/12/2018;15/11/2021;25/11/2021 12:05;likely SV
122613513;279.01;PC;qlp;114.707.838;.73;.69;17/05/2019;22/12/2020;29/10/2021 00:00;
42054565;280.01;PC;spoc;101.843.061.384.695;.782680988311768;.95;11/12/2018;22/12/2020;29/10/2021 00:00;low SNR
38696105;281.01;PC;qlp-s39-tois;55.765.284;1.52;1.11;30/11/2018;21/03/2022;25/03/2022 12:06;potential L1 candidate
29781292;282.01;PC;spoc-s01-s39-b0A-PC;560.065.498.507.396;141.189.002.990.723;1.24;07/05/2019;22/03/2022;25/03/2022 12:06;potential multi planet system
29781292;282.02;IS;qlp;3.132.312;1.41;1.24;20/12/2018;17/08/2021;29/10/2021 00:00;TFOP FA
29781292;282.03;PC;spoc-s01-s39-b0A-PC;842.590.926.198.253;141.189.002.990.723;1.24;06/06/2019;21/03/2022;25/03/2022 12:06;potential long-period small planet
29781292;282.04;PC;spoc-s01-s39-b0A-PC;228.910.865.480.242;141.189.002.990.723;1.24;21/10/2021;21/03/2022;25/03/2022 12:06;low MES
382626661;283.01;PC;spoc-s01-s39-b0A-PC;176.175.331.329.338;.811061978340149;.9;07/05/2019;22/03/2022;25/03/2022 12:06;
277103955;284.01;EB;spoc-s01s06-b0A;130.913.582.680.968;.772044;.74;16/01/2019;07/12/2021;21/12/2021 12:05;retired as NEB
220459976;285.01;PC;spoc;32.332.528;.615038;.622424;20/12/2018;20/12/2018;29/10/2021 00:00;possible single transit
150030205;286.01;PC;spoc-s01-s39-b0A-PC;451.172.342.060.306;.793596982955933;.86;07/05/2019;18/03/2022;25/03/2022 12:06;potential L1 planet
150030205;286.02;PC;spoc-s01-s39-b0A-PC;39.361.949.263.157;.793596982955933;.86;11/03/2020;21/03/2022;25/03/2022 12:06;potential multi
2758565;287.01;PC;spoc;378.181.200.049.672;117.009;1.04;20/12/2018;06/11/2020;29/10/2021 00:00;synchronized with stellar rotation
47316976;288.01;PC;spoc;711.744.652.213.274;202.086.997.032.166;1.346;28/09/2018;20/05/2020;29/10/2021 00:00;companion likely a star not planet (see observing notes)
201292545;289.01;PC;qlp;.0;1.69;1.02;03/10/2018;20/05/2020;29/10/2021 00:00;single event
201233610;290.01;EB;qlp;2.105.271;1.73;1.02;03/10/2018;13/11/2020;29/10/2021 00:00;retired as EB due to size
49710555;291.01;PC;qlp;1.208.837;1.34;1.08;20/12/2018;20/05/2020;29/10/2021 00:00;
180285396;292.01;PC;spoc;103.692.425.648.657;.789514;.7;20/12/2018;06/11/2020;29/10/2021 00:00;V-shaped3
355637190;293.01;PC;qlp-s01s02;0.80546;1.45;1.11;20/12/2018;06/12/2021;06/12/2021 00:00;V-shaped
188570092;294.01;CP;qlp-tois-update;732.829;.79;.711;20/12/2018;18/01/2022;18/01/2022 00:00;HATS-72 b
327952677;295.01;PC;spoc;339.710.906.033.268;127.071;1.06;20/12/2018;06/11/2020;29/10/2021 00:00;WASP-146 b
382463648;296.01;PC;qlp;252.584;.95;.91;20/12/2018;27/10/2020;29/10/2021 00:00;The period could be either 12.635 or 25.27
115242351;297.01;PC;qlp;567.116;1.09;.79;20/12/2018;20/05/2020;29/10/2021 00:00;
206686292;298.01;PC;spoc;132.886.045.197.006;167.606;1.22;20/12/2018;20/05/2020;29/10/2021 00:00;large
156075294;299.01;PC;spoc;572.161.990.878.124;119.313;.98;20/12/2018;06/11/2020;29/10/2021 00:00;
166697854;300.01;EB;qlp-s01s02;275.753;1.94;1.04;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
144301052;301.01;PC;qlp;374.405;1.7;1.13;20/12/2018;20/05/2020;29/10/2021 00:00;
229111835;302.01;PC;qlp;670.145;.74;.65;20/12/2018;20/05/2020;29/10/2021 00:00;
145750719;303.01;PC;qlp;35.608;1.47;1;20/12/2018;19/11/2020;29/10/2021 00:00;HATS-60 b
262530873;304.01;EB;qlp;224.172;1.88;1.23;20/12/2018;17/11/2020;29/10/2021 00:00;TFOP FP
102030574;305.01;PC;qlp;994.915;1.65;1.06;20/12/2018;17/11/2020;29/10/2021 00:00;likely EB
9100874;307.01;PC;qlp;616.679;1.28;1.03;20/12/2018;17/11/2020;29/10/2021 00:00;odd-even difference
281710229;308.01;PC;qlp-s01s02;830.985;.85;;20/12/2018;06/12/2021;06/12/2021 00:00;v-shaped
228507250;309.01;PC;qlp;615.736;;;20/12/2018;19/11/2020;07/11/2021 00:00;No stellar radius
175477257;310.01;PC;qlp;426.956;1.3;1.04;20/12/2018;19/11/2020;29/10/2021 00:00;TOI 310
434105231;311.01;PC;qlp-s01s02;0.79632;.9;.63;20/12/2018;06/12/2021;06/12/2021 00:00;maybe EB
180145006;312.01;PC;spoc;354.137.869.125.894;128.259;1.03;20/12/2018;06/11/2020;29/10/2021 00:00;
9102327;313.01;EB;qlp-s01s02;32.615;1.13;.929;20/12/2018;06/12/2021;06/12/2021 00:00;target star is two stars in Gaia
316769613;314.01;PC;qlp;1.018.108;.78;.78;20/12/2018;17/11/2020;29/10/2021 00:00;TOI 314. TFOP investigation in progress.
66356824;315.01;EB;spoc;177.719.865.473.641;133.818;1.01;20/12/2018;17/11/2020;29/10/2021 00:00;odd-even
8988289;316.01;PC;qlp-s01s02;1.332.379;.84;.66;20/12/2018;06/12/2021;06/12/2021 00:00;V-shaped
402319411;317.01;PC;spoc-s42-b0A;332.665.460.183.791;.947584986686707;.94;20/12/2018;18/01/2022;26/01/2022 12:06;
206352378;318.01;PC;spoc;374.624.334.761.492;.775888;.75;20/12/2018;01/10/2020;29/10/2021 00:00;V-shaped
389753172;319.01;PC;qlp-s01s02;0.71356;.64;.65;20/12/2018;06/12/2021;06/12/2021 00:00;There is a potential odd even
188593930;320.01;EB;qlp-s01s02;146.503;.88;1.11;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
175476629;321.01;EB;qlp-s01s02;114.057;.84;.93;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
198077394;322.01;PC;spoc;399.056.878.677.406;276.442.003.250.122;;28/09/2018;04/10/2021;29/10/2021 00:00;
251852984;323.01;PC;spoc;277.239.154.333.576;.775641;.72;20/12/2018;06/11/2020;29/10/2021 00:00;
156002449;324.01;PC;spoc;528.502.063.602.228;127.295;1.15;20/12/2018;06/11/2020;29/10/2021 00:00;Big
144336525;326.01;PC;qlp;0.24733;1.25;.94;20/12/2018;20/12/2018;29/10/2021 00:00;really short period.
206669860;327.01;PC;spoc;1.005.525.597.142;131.971;1.09;20/12/2018;02/10/2020;29/10/2021 00:00;two events
139357541;328.01;PC;qlp;447.894;1.2;1.14;20/12/2018;20/05/2020;29/10/2021 00:00;V-shaped
169765334;329.01;PC;qlp;570.426;1.61;.98;20/12/2018;19/11/2020;29/10/2021 00:00;
27966179;330.01;PC;spoc;427.955.476.986.651;.703041;.674;20/12/2018;06/11/2020;29/10/2021 00:00;check to update the parameters
262531275;331.01;PC;qlp;24.843.369;1.76;.99;20/12/2018;22/12/2020;29/10/2021 00:00;possible centroid offset
139285832;332.01;PC;qlp;0.77685;.96;.88;20/12/2018;20/11/2020;11/03/2022 00:00;
224245334;333.01;PC;qlp;379.069;1.13;1.17;20/12/2018;20/05/2020;29/10/2021 00:00;
233964642;334.01;PC;spoc-s01-s36-b0A;17.915.885.404.407;156.516.003.608.704;1.18;29/09/2018;07/12/2021;21/12/2021 12:05;v-shaped
41865539;335.01;EB;qlp-s01s02;126.092;1.11;1.2;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
55452495;336.01;PC;qlp;1.770.758;2.8;1.88;01/10/2018;06/11/2020;29/10/2021 00:00;TFOPWG FP Retired as NEB
155986102;337.01;EB;qlp-s01s02;687.168;1.33;;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP: retired as eccentric EB
116156517;338.01;PC;spoc;536.697.084.831.153;171.667;1.36;20/12/2018;06/11/2020;29/10/2021 00:00;WASP-190 b
69838258;339.01;EB;qlp-s01s02;673.069;1.66;1.23;20/12/2018;06/12/2021;06/12/2021 00:00;WASP confirms NEB
80439101;340.01;PC;qlp;742.229;;;20/12/2018;20/05/2020;29/10/2021 00:00;V-shaped
33911302;341.01;PC;qlp;181.383;.94;.77;20/12/2018;20/05/2020;29/10/2021 00:00;
415969574;342.01;EB;qlp-s01s02;1.045.776;;;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
66497310;343.01;PC;qlp;175.807;1.2;1.07;20/12/2018;06/11/2020;29/10/2021 00:00;
13023378;344.01;PC;spoc;606.685.333.340.284;10.794;1.17;20/12/2018;06/11/2020;29/10/2021 00:00;TOI 344
308208458;345.01;PC;spoc;112.187.717.934.563;.903365;.87;20/12/2018;06/11/2020;29/10/2021 00:00;possible odd even
224271611;347.01;PC;qlp;404.003;1.48;1.01;20/12/2018;17/11/2020;29/10/2021 00:00;
70785910;348.01;PC;qlp;0.49346;1.51;1.07;20/12/2018;20/05/2020;29/10/2021 00:00;a/Rs < 2
382474101;349.01;PC;qlp-s01s02;265.221;1.25;;20/12/2018;06/12/2021;06/12/2021 00:00;400 ppm secondary
199731190;350.01;PC;qlp-s01s02;251.276;.85;1;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP APC: previously retired as BEB to chromaticity
228381868;351.01;PC;spoc;693.030.367.727.826;177.738;.98;20/12/2018;06/11/2020;29/10/2021 00:00;star is evolved
47423120;352.01;PC;qlp-s01s02;116.235;.89;1;20/12/2018;06/12/2021;06/12/2021 00:00;The period could be half
100099031;353.01;PC;spoc;129.794.344.397.235;263.993.000.984.192;;20/12/2018;04/10/2021;29/10/2021 00:00;Too large radius for a planet
100097716;354.01;PC;spoc;300.027.235.263.365;141.243.004.798.889;1.03;20/12/2018;04/10/2021;29/10/2021 00:00;Two stars in the same pixel
183593642;355.01;PC;spoc;103.733.669.426.054;131.649.994.850.159;1.13;20/12/2018;04/10/2021;29/10/2021 00:00;
369336146;356.01;PC;qlp;576.946;1.6;.96;20/12/2018;17/11/2020;29/10/2021 00:00;Odd-even. TOI 356. TFOP investigation in progress.
220016044;357.01;PC;spoc;0.939966443907959;254.649.996.757.507;1.24;20/12/2018;29/09/2021;29/10/2021 00:00;weak signal
321982642;358.01;PC;spoc;910.408.665.970.085;120.905;.96;20/12/2018;06/11/2020;29/10/2021 00:00;odd/even not reliable
80432617;359.01;PC;qlp;1.645.209;1.85;.98;20/12/2018;03/08/2020;29/10/2021 00:00;two events (near 1360 and 1377)
13023738;360.01;PC;qlp;80.635;1.71;1;20/12/2018;20/05/2020;29/10/2021 00:00;Centroid shift. Potential secondary at 0.4 phase (eccentric). Very large/inflated planet radius for period.
144276942;361.01;PC;spoc;153.516.515.472.807;.744572997093201;.64;20/12/2018;12/11/2021;13/11/2021 12:04;TFOP APC
305048116;362.01;PC;qlp;711.686;1.03;1.01;20/12/2018;17/11/2020;29/10/2021 00:00;the super bright star to the southwest is TIC 304698788
262530780;363.01;PC;qlp;822.388;.99;.88;20/12/2018;19/11/2020;29/10/2021 00:00;
47425697;364.01;PC;qlp;0.49393;1.33;;20/12/2018;20/05/2020;29/10/2021 00:00;a little v-shaped
118586896;365.01;PC;spoc;12.108.523.443.783;129.088;1.04;20/12/2018;17/11/2020;29/10/2021 00:00;likely EB
251878904;366.01;PC;spoc;170.257.772.693.735;127.966;.97;20/12/2018;06/11/2020;29/10/2021 00:00;too faint
9033144;367.01;PC;qlp;471.502;1.2;1.09;20/12/2018;06/11/2020;29/10/2021 00:00;likely EB
77031413;368.01;PC;qlp;138.665;.93;.95;20/12/2018;20/05/2020;29/10/2021 00:00;two stars in the same pixel
251855940;370.01;PC;spoc;40.462.924.075.272;105.486;1.04;20/12/2018;06/11/2020;29/10/2021 00:00;VPC
156016136;371.01;PC;qlp;348.139;.91;.94;20/12/2018;19/11/2020;29/10/2021 00:00;TOI 371.01
441075486;372.01;PC;qlp-s01s02;112.026;.75;;20/12/2018;07/12/2021;07/12/2021 00:00;likely EB
9032368;373.01;PC;qlp;1.632;1.11;1.11;20/12/2018;20/05/2020;29/10/2021 00:00;target is likely 9032367 (still possible to be a planet)
280097543;375.01;PC;spoc-s01-s39-b0A-PC;945.464.472.147.352;327.393.007.278.442;;20/12/2018;21/03/2022;25/03/2022 12:06;evolved host star
144301273;376.01;PC;spoc;275.099.153.912.624;107.114.005.088.806;.92;20/12/2018;04/10/2021;29/10/2021 00:00;
139285736;377.01;EB;qlp-s01s02;155.028;.87;.77;20/12/2018;06/12/2021;06/12/2021 00:00;possible centroid offset
20892672;378.01;EB;qlp-s01s02;310.926;1.18;;20/12/2018;06/12/2021;06/12/2021 00:00;2 stars in same pixel with dmag 1
220396259;379.01;EB;qlp-s12-ffi;0.91677;1.71;1.07;01/10/2018;07/12/2021;21/12/2021 12:05;NEB 45
100014359;380.01;PC;spoc;0.504539765243224;1;;20/12/2018;04/10/2021;29/10/2021 00:00;no stellar parameters
207084429;381.01;EB;qlp-s29-ffi;489.577;1.77;1.13;20/12/2018;06/12/2021;21/12/2021 12:05;TFOP FP
229091748;382.01;EB;qlp-s01s02;0.4568;1.03;1.03;20/12/2018;06/12/2021;06/12/2021 00:00;TFOP FP
167418898;383.01;PC;qlp;1.098.036;1.27;;16/01/2019;20/05/2020;29/10/2021 00:00;likely large planet on 167418903
155995204;384.01;EB;qlp-s01s02;930.734;1.35;1.06;20/12/2018;07/12/2021;07/12/2021 00:00;big
300810086;385.01;EB;spoc;0.668071979530202;377.481;;01/10/2018;22/03/2021;29/10/2021 00:00;TFOP FP
238059180;386.01;PC;spoc-s01-s39-b0A-PC;511.196.339.759.284;267.255.997.657.776;2.13;01/10/2018;21/03/2022;25/03/2022 12:06;v-shaped
92359850;387.01;EB;qlp;4.155;1.57;1.256;16/01/2019;22/12/2020;29/10/2021 00:00;NEB
422655579;388.01;KP;spoc-s42-s43-b0A;290.376.773.253.031;214.324.998.855.591;1.18;08/02/2019;13/01/2022;26/01/2022 12:06;WASP-71 b
271900960;389.01;EB;qlp-s04-b01;1.345.913;1.38;1.46;24/01/2019;07/12/2021;07/12/2021 00:00;TFOP FP
250386181;390.01;EB;spoc-s04-b03;1.470.258;105.111;1.247;08/02/2019;07/12/2021;08/12/2021 00:00;TFOP FP
382391899;391.01;KP;spoc;195.509.315.621.449;.873417973518372;.969;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-50b
328350926;392.01;PC;qlp;0.8490649;1.44;.99;24/01/2019;28/01/2021;29/10/2021 00:00;same pixel as 328350925 and 328350924
29960109;393.01;PC;qlp;249.221;.45;.443322;16/01/2019;20/05/2020;29/10/2021 00:00;may be on 29960110
9858404;394.01;EB;qlp;0.39149;2.25;1.254;24/01/2019;10/01/2021;19/01/2022 12:03;v-shaped
38541473;395.01;EB;spoc-s01-s36-b0A;606.134.411.974.424;153.715.002.536.774;1.13;16/01/2019;07/12/2021;21/12/2021 12:05;large
178155732;396.01;CP;spoc;59.739.124.488.142;128.450.000.286.102;1.24;08/02/2019;02/12/2021;07/12/2021 12:08;HR 858 c / TOI 396.01
178155732;396.02;PC;qlp;358.529;1.28;1.24;08/02/2019;22/12/2020;29/10/2021 00:00;confirmed planet - Vanderburg 2019
178155732;396.03;CP;spoc;112.304.604.770.758;128.450.000.286.102;1.24;24/06/2020;02/12/2021;03/12/2021 12:05;HR 858 d
219379012;397.01;EB;qlp-s31-ffi;15.464.949;1.14;1;16/01/2019;07/12/2021;21/12/2021 12:05;close companion star 219379014
1129033;398.01;KP;spoc;136.002.827.981.971;.933974981307983;.991;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-77 A b
219388773;399.01;PC;spoc;1.571.151;.982066;.76;31/01/2019;31/01/2019;29/10/2021 00:00;follow-up in progress
35857242;400.01;KP;qlp;36.344.447;1.42;1.25;08/02/2019;01/02/2021;29/10/2021 00:00;WASP-138b
259701242;401.01;EB;qlp-s30-ffi;248.548;.96;1.1;24/01/2019;07/12/2021;21/12/2021 12:05;may be on 259701232
120896927;402.01;CP;spoc;475.597.367.928.781;.841841995716095;.88;31/01/2019;01/12/2021;07/12/2021 12:08;HD 15337 b
120896927;402.02;CP;spoc;171.807.213.590.134;.841841995716095;.88;31/01/2019;01/12/2021;07/12/2021 12:08;HD 15337 c
257567854;403.01;KP;spoc;3.532.822;1.25;1.17;08/02/2019;08/02/2019;29/10/2021 00:00;WASP-22b
166833457;404.01;KP;spoc;296.264.019.750.485;.718635022640228;.97;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-98 b
176984236;405.01;EB;qlp-s32-ffi;17.560.902;1.29;;16/01/2019;07/12/2021;21/12/2021 12:05;NEB on 176984248
153065527;406.01;PC;spoc;131.757.294.345.325;.388608992099762;.378565;17/05/2019;06/07/2021;12/11/2021 00:00;TOI406
153065527;406.02;PC;spoc;661.491.101.611.225;.388608992099762;.378565;19/07/2021;19/07/2021;29/10/2021 00:00;potential multi
349518800;407.01;PC;qlp;21.654.707;1.86;1.24;16/01/2019;28/01/2021;29/10/2021 00:00;TFOP FP
176778112;408.01;EB;qlp;133.679;.98;1;08/02/2019;22/12/2020;29/10/2021 00:00;TFOP NEB
167754523;409.01;PC;qlp;67.992.776;.73;.82;16/01/2019;11/02/2021;29/10/2021 00:00;centroid offset on 167754526
206466531;410.01;EB;qlp-s30-ffi;142.744;1.33;1.27;24/01/2019;07/12/2021;21/12/2021 12:05;Retired as FP by TFOP
100990000;411.01;PC;spoc;957.307.063.556.275;111.671.996.116.638;1.17;07/05/2019;06/07/2021;29/10/2021 00:00;multi-planet system
100990000;411.02;PC;spoc;404.041.303.554.557;111.671.996.116.638;1.17;17/05/2019;15/07/2021;29/10/2021 00:00;potential L1 and multi
7624182;412.01;PC;qlp;11.097.378;3.13;2.26;31/01/2019;31/01/2019;29/10/2021 00:00;
170634116;413.01;KP;spoc;366.239.178.108.442;148.531.997.203.827;1.54;06/06/2019;02/12/2021;07/12/2021 12:08;WASP-79 b
325680697;414.01;EB;qlp-s31-ffi;182.488;1.23;1.035;08/02/2019;07/12/2021;21/12/2021 12:05;TFOP FP
152476657;415.01;KP;spoc;361.126.205.809.684;16.844.300.031.662;1.36;06/06/2019;02/12/2021;07/12/2021 12:08;WASP-120 b
49899799;416.01;EB;qlp;70.114;1.82;1.263;16/01/2019;10/01/2021;29/10/2021 00:00;tropical Jupiter
339733013;417.01;EB;qlp-s13-ffi;562.162;1.27;1.07;16/01/2019;07/12/2021;21/12/2021 12:05;may be on 339733023
178284730;418.01;KP;spoc;223.598.645.523.921;.844379007816315;.924;06/06/2019;02/12/2021;07/12/2021 12:08;WASP 140 b
279251651;419.01;EB;spoc-s13-b02;0.403842579347559;.555;.549943;16/01/2019;07/12/2021;21/12/2021 12:05;Rstar 0.55
408159788;420.01;EB;qlp-s32-ffi;2.300.698;.85;.982;08/02/2019;07/12/2021;21/12/2021 12:05;SG1 check if it is on target. Retired as NEB.
94986319;421.01;CP;spoc;16.067.522.015.214;.860123991966248;.92;17/05/2019;02/12/2021;07/12/2021 12:08;TOI-421 c / TOI-421.01
94986319;421.02;CP;spoc;519.768.583.560.535;.860123991966248;.92;21/10/2021;21/10/2021;12/01/2022 12:02;TOI-421 b / TOI-421.02
117979455;422.01;PC;spoc;0.633337173732163;134.654.998.779.297;1.106;08/02/2019;15/07/2021;29/10/2021 00:00;ephemeris match to TIC 117979850 / TOI 428
43647325;423.01;KP;spoc;316.156.970.080.926;109.774.005.413.055;1.135;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-35 b
117979694;424.01;PC;qlp;0.99114;.75;.845;08/02/2019;20/05/2020;29/10/2021 00:00;centroid offset
169532369;425.01;EB;qlp-s05-b01;360.364;1.62;1.47;08/02/2019;07/12/2021;07/12/2021 00:00;retired as SB1
189013224;426.01;PC;spoc;132.050.371.000.698;.989260017871857;1.023;08/02/2019;01/07/2021;29/10/2021 00:00;out-of-transit is not flat
70914192;427.01;EB;qlp;0.6090253;1.02;.952;08/02/2019;01/02/2021;29/10/2021 00:00;V-shaped
117979850;428.01;EB;qlp;0.6333315;2.35;1.042;08/02/2019;08/02/2019;29/10/2021 00:00;Significant odd-even. TFOP APC
259592689;429.01;PC;qlp;.0;.95;.89;31/01/2019;23/11/2020;29/10/2021 00:00;TOI 429
459942762;430.01;EB;qlp-s05-b01;0.58644;1;1.13;08/02/2019;07/12/2021;07/12/2021 00:00;Retired as NEB
31374837;431.01;PC;spoc;124.610.086.397.464;.726631999015808;.8;08/02/2019;15/07/2021;29/10/2021 00:00;potential multi
31374837;431.02;PC;spoc;0.490058941306193;.726631999015808;.8;06/06/2019;06/07/2021;29/10/2021 00:00;L1 candidate
38686737;432.01;PC;qlp;224.704;1.2;1.42;08/02/2019;08/02/2019;29/10/2021 00:00;
188989177;433.01;PC;qlp;117.409;3.67;2.02;08/02/2019;20/05/2020;29/10/2021 00:00;secondary eclipse
78055054;434.01;KP;spoc;4.388.851.647.462;.877856016159058;.87;06/06/2019;02/12/2021;07/12/2021 12:08;HATS-43 b
44647437;435.01;PC;spoc;335.290.698.241.063;.672832012176514;.632;06/06/2019;01/02/2021;29/10/2021 00:00;
44745077;436.01;EB;qlp-s05-b01;18.756;;.383047;31/01/2019;07/12/2021;07/12/2021 00:00;v-shaped due to short transit duration
32499655;437.01;KP;spoc;274.390.294.216.269;.885702013969421;.79;06/06/2019;02/12/2021;07/12/2021 12:08;HATS-44 b
468880077;438.01;PC;qlp-s44-ffi;58.123.478;.8;.89;08/02/2019;10/01/2022;26/01/2022 12:06;potential L1 planet
13021029;439.01;KP;spoc;385.588.998.096.666;143.255.996.704.102;1.21;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-61 b
143350972;440.01;EB;qlp-s05-b01;10.817;1.02;1.03;31/01/2019;07/12/2021;21/12/2021 12:05;two stars in the same pixel
70899085;442.01;CP;spoc;40.520.368;.60775101184845;.594367;08/02/2019;02/12/2021;07/12/2021 12:08;LP 714-47 b
117979897;443.01;KP;spoc;33.106.692.005.591;135.143.005.847.931;1.118;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-141 b
179034327;444.01;PC;spoc;179.635.082.681.689;.794471025466919;.85;17/05/2019;14/07/2021;29/10/2021 00:00;
14091704;445.01;PC;qlp-s32-tois;0.7649571;1.65;1.21;31/01/2019;07/12/2021;21/12/2021 12:05;
1449640;446.01;EB;spoc-s01-s36-b0A;350.180.229.367.037;166.888.999.938.965;1.29;08/02/2019;07/12/2021;21/12/2021 12:05;TFOP APC
14091633;447.01;EB;spoc;552.927.430.958.881;126.396;1.3;31/01/2019;02/02/2021;29/10/2021 00:00;big
139528693;449.01;KP;spoc;217.517.287.669.693;206.259.989.738.464;1.23;08/02/2019;02/12/2021;07/12/2021 12:08;WASP-78 b
77951245;450.01;PC;spoc;107.148.661.287.126;.422267;.416374;17/05/2019;02/02/2021;29/10/2021 00:00;TFOP APC
257605131;451.01;CP;spoc;163.648.730.373.237;.856226027011871;.96;31/01/2019;01/07/2021;29/10/2021 00:00;TOI-451 d / TOI-451.01
257605131;451.02;CP;spoc;185.866.242.291.198;.856226027011871;.96;28/07/2021;28/07/2021;29/10/2021 00:00;TOI-451 b
257605131;451.03;CP;spoc;919.107.915.062.941;.856226027011871;.96;28/07/2021;28/07/2021;29/10/2021 00:00;TOI-451 c
139733308;452.01;KP;spoc;476.339.524.215.734;.875509977340698;.9;08/02/2019;02/12/2021;07/12/2021 12:08;HATS-5 b
452808876;453.01;KP;qlp;270.582;2.1;1.304;08/02/2019;20/05/2020;29/10/2021 00:00;WASP-82b
153077621;454.01;PC;spoc;180.826.084.178.302;.296000003814697;.287;17/05/2019;08/09/2021;29/10/2021 00:00;There are three TICs associated with this star within 3 arcseconds (TIC 153077619 (bright neighbor) and TICs 153077621 and 651051509 which are the same star.). TIC153077619 is brighter (Tmag=8.3) and is more likely the target. It is a sunlike star - given the V-shape and the depth this signal is likely a FP. Retired as APC/BEB?/SB1 by TFOP
98796344;455.01;CP;spoc;535.877.595.248.221;.275952994823456;.249439;08/02/2019;02/12/2021;07/12/2021 12:08;LTT 1445 A b
77228304;456.01;PC;spoc;0.336826;1;.114299;06/06/2019;06/06/2019;29/10/2021 00:00;
89256802;457.01;PC;spoc;117.598.344.924.082;.512880980968475;.51064;08/02/2019;15/07/2021;29/10/2021 00:00;v-shaped
64071894;458.01;PC;spoc;175.288.346.530.473;.829518973827362;.84;08/02/2019;15/07/2021;29/10/2021 00:00;two stars in same pixel
